,pore_size_nm,n_ion_pairs,nmols,nmols_per_nm^2
0,1.0,0,106.48210071597136,11.324218826807206
1,1.0,4,101.59021639134434,10.803973938745985
2,1.0,8,92.10095596176153,9.79480468976778
3,1.5,0,183.19935202591896,19.482988571051198
4,1.5,4,175.14911403543857,18.626857296413384
5,1.5,8,173.0989960401584,18.408830185347515
6,2.0,0,263.8780448782049,28.063051946745073
7,2.0,4,257.39110435582575,27.373175117700825
8,2.0,8,247.20623175072998,26.290028510639576
